id,user_id,emsi_skill_id,skill_name,proficiency_level,years_experience,confidence,source,resume_id,extraction_method,context,is_verified,created_at,updated_at
1412,1,KS122VW78Q67XR4C3ZDW,operating system,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:39.95435,2025-08-13 15:33:39.95435
1413,1,KS4415Q6ZQNW127ZTWRN,system software,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:39.980176,2025-08-13 15:33:39.980176
1414,1,KS1227D60Q7225FTK55V,information system,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.007403,2025-08-13 15:33:40.007403
1415,1,KS120JQ70DXY0GB5YQJ1,software testing,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.033412,2025-08-13 15:33:40.033412
1416,1,KS1227V6WBR3BH3SJYSZ,information technology,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.059495,2025-08-13 15:33:40.059495
1417,1,KS127296VDYS7ZFWVC46,node js,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.085293,2025-08-13 15:33:40.085293
1418,1,KS122QR6WQ8M7BLY05B3,database schema,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.111203,2025-08-13 15:33:40.111203
1419,1,KS125R977Y5B19Z6FY5P,lazy loading,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.136575,2025-08-13 15:33:40.136575
1420,1,KS1219N6Z3XQ19V0HSKR,c #,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.162586,2025-08-13 15:33:40.162586
1421,1,KS3I5OCZSW9CZJJL12MA,build pipeline,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.189214,2025-08-13 15:33:40.189214
1422,1,KS127326FY912C1JH06B,notification system,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.215017,2025-08-13 15:33:40.215017
1423,1,KSDJCA4E89LB98JAZ7LZ,react js,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.240753,2025-08-13 15:33:40.240753
1424,1,ES933D5DCC6C3A7C44D9,JWT,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.270487,2025-08-13 15:33:40.270487
1425,1,KS121F45VPV8C9W3QFYH,CSS,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.295085,2025-08-13 15:33:40.295085
1426,1,KS1208P6ZMZ4N872Y7X5,API,0.8,NULL,1,resume,131,skillner_full,NULL,f,2025-08-13 15:33:40.32133,2025-08-13 15:33:40.32133
1427,1,ES1E0BAFB2D63A48C652,planning •,0.6,NULL,2,resume,132,skillner_lowSurf,NULL,f,2025-08-15 02:10:51.058519,2025-08-15 02:10:51.058519
1428,1,KS441036Q8YQ0P81GPB0,strategic partnership,0.8,NULL,1,resume,132,skillner_full,NULL,f,2025-08-15 02:11:01.108715,2025-08-15 02:11:01.108715
1429,1,KS122CZ71K19596XHQ92,event planning,0.8,NULL,1,resume,132,skillner_full,NULL,f,2025-08-15 02:11:01.135819,2025-08-15 02:11:01.135819
1430,1,KS441J8781NSVPFKS701,travel coordination,0.8,NULL,1,resume,132,skillner_full,NULL,f,2025-08-15 02:11:01.168967,2025-08-15 02:11:01.168967
1431,1,KS125B569R313XT23LHY,inventory management,0.8,NULL,1,resume,132,skillner_full,NULL,f,2025-08-15 02:11:01.19971,2025-08-15 02:11:01.19971
1432,1,ESDF7CE5F3FC71FB92DA,tourism management,0.8,NULL,1,resume,132,skillner_full,NULL,f,2025-08-15 02:11:01.234096,2025-08-15 02:11:01.234096
1433,1,ES8B867675B7DA42B6CF,tourism,0.6,NULL,1,resume,132,skillner_lowSurf,NULL,f,2025-08-15 02:11:01.261726,2025-08-15 02:11:01.261726
1434,1,KS124YS6XJKMDKVMW364,antonio,0.6,NULL,1,resume,132,skillner_lowSurf,NULL,f,2025-08-15 02:11:01.285312,2025-08-15 02:11:01.285312
1435,1,KS121YT721BY2F3M5YDR,cleanliness,0.6,NULL,1,resume,132,skillner_fullUni,NULL,f,2025-08-15 02:11:01.309397,2025-08-15 02:11:01.309397
1436,1,KS1216S76GTKN00BTHP1,brochures,0.6,NULL,1,resume,132,skillner_fullUni,NULL,f,2025-08-15 02:11:01.335171,2025-08-15 02:11:01.335171
1437,1,KS7G1P76W2FRM88BQFJN,templates,0.6,NULL,1,resume,132,skillner_fullUni,NULL,f,2025-08-15 02:11:01.36096,2025-08-15 02:11:01.36096
1438,1,KS7G48560M3J3TR2XHDB,booking,0.6,NULL,1,resume,132,skillner_fullUni,NULL,f,2025-08-15 02:11:01.386103,2025-08-15 02:11:01.386103
1439,1,KS120HK5XY6JV257QLTX,budgeting,0.6,NULL,1,resume,132,skillner_fullUni,NULL,f,2025-08-15 02:11:01.411214,2025-08-15 02:11:01.411214
1440,1,KS1203W702ND09XHKJR5,accounting,0.6,NULL,1,resume,132,skillner_fullUni,NULL,f,2025-08-15 02:11:01.438771,2025-08-15 02:11:01.438771
1441,1,KS7G4T15W4RYVZTCDSWZ,reservations,0.6,NULL,1,resume,132,skillner_fullUni,NULL,f,2025-08-15 02:11:01.466496,2025-08-15 02:11:01.466496
1442,1,KS124S079M84GF98VQPB,hospitality,0.6,NULL,1,resume,132,skillner_fullUni,NULL,f,2025-08-15 02:11:01.49045,2025-08-15 02:11:01.49045
1443,1,KS122B071LMGXVTT3Z91,consulting,0.6,NULL,1,resume,132,skillner_fullUni,NULL,f,2025-08-15 02:11:01.516325,2025-08-15 02:11:01.516325
1444,1,KS1243976G466GV63ZBY,orlando,0.6,NULL,1,resume,132,skillner_lowSurf,NULL,f,2025-08-15 02:11:01.542036,2025-08-15 02:11:01.542036
1445,1,ES6FA055263AB5A79CF7,ravel,0.6,NULL,1,resume,132,skillner_lowSurf,NULL,f,2025-08-15 02:11:01.566076,2025-08-15 02:11:01.566076
